繁体,简体,拼音,词例,定义,又作
泊,泊,bok9/paak8,停泊，漂泊，泊位，淡泊,停船靠岸
梆,梆,bong1
帮,幫,bong1
邦,邦,bong1
绑,綁,bong2
膀,膀,bong2,肩膀，臂膀，翅膀
榜,榜,bong2
蒡,蒡,bong2
傍,傍,bong6
镑,鎊,bong6
磅,磅,bong6,磅秤，过磅，磅体重，磅一磅,称重量的仪器；用磅秤称重量；（量词）英美制重量单位
晡,晡,bou1
保,保,bou2
鸨,鴇,bou2
堡,堡,bou2
圃,圃,bou2
宝,寶,bou2
葆,葆,bou2
补,補,bou2
褓,褓,bou2
布,佈,bou3
埔,埔,bou3
怖,怖,bou3
报,報,bou3
布,布,bou3
步,步,bou6
捕,捕,bou6
暴,暴,bou6
哺,哺,bou6
簿,簿,bou6
部,部,bou6
埠,埠,bou6/fau6
杯,杯,bui1,"","",盃
贝,貝,bui3
背,背,bui3,背部，背后，背景，背面，背影，背光，背脊，背叛，背弃，背约，背阴，背离，违背，驼背，后背，手背，纸背，背对着，背着脸，背地里，背着人，背山面海，背井离乡，背道而驰，背信弃义，背水一战，腹背受敌，芒刺在背，汗流浃背，人心向背，力透纸背,（名词）背部
辈,輩,bui3
狈,狽,bui3
背,背,bui3,背债，背负，背包，背枪，背黑锅，背包袱，背小孩，背责任，背起来，背得起，背负重任,（动词）用脊背驮东西,揹
钡,鋇,bui3
背,背,bui6,背书，背诵，背熟，背静，很背，背运，背时，耳背，背听，背台词，手气背，背街小巷,（动词、形容词）默念，记忆；偏僻；听力不好
悖,悖,bui6
焙,焙,bui6
卜,卜,buk7
曝,曝,buk9
仆,僕,buk9
瀑,瀑,buk9
濮,濮,buk9
蹼,蹼,buk9
般,般,bun1,一般，那般，百般，万般无奈，如此这般,种，样，种类
搬,搬,bun1
本,本,bun2
畚,畚,bun2
苯,苯,bun2
半,半,bun3
拌,拌,bun6
叛,叛,bun6
绊,絆,bun6
畔,畔,bun6
胖,胖,bun6
伴,伴,bun6/pun2
甭,甭,bung3
钵,缽,but8,"","",鉢，砵
荸,荸,but9
渤,渤,but9
拨,撥,but9
勃,勃,but9
脖,脖,but9
差,差,cha1,差别，差异，差错，差距，差劲，差点，偏差，时差，很差，差不多，差一点,不同，不同点，错误，缺，不好，不相合
叉,叉,cha1
杈,杈,cha1,"",一种叉形农具，用以堆柴草
岔,岔,cha3
杈,杈,cha3
诧,詫,cha3
衩,衩,cha3
姹,姹,cha3,"","",奼
杈,杈,cha3,杈子，树杈,植物的分枝
汊,汊,cha3
碴,碴,cha4
茬,茬,cha4
查,查,cha4,查看，检查,察看，核对
茶,茶,cha4
搽,搽,cha4
槎,槎,cha4
垞,垞,cha4
猜,猜,chaai1
钗,釵,chaai1
差,差,chaai1,差遣，差役，差使，差事，兼差，出差，邮差，当差,派遣去作事
揣,揣,chaai1,揣手，揣在怀里，揣在兜里,藏在衣服里
搋,搋,chaai1
踩,踩,chaai2
踹,踹,chaai2
虿,蠆,chaai3
柴,柴,chaai4
豺,豺,chaai4
侪,儕,chaai4
拆,拆,chaak8
册,冊,chaak8
策,策,chaak8
栅,柵,chaak8
鲗,鰂,chaak9
贼,賊,chaak9
搀,攙,chaam1
参,參,chaam1,参加，参与，参见，参考，参阅，参观，参军，参赛,加入
掺,摻,chaam1
惨,慘,chaam2
忏,懺,chaam3
杉,杉,chaam3/saam1
惭,慚,chaam4
谗,讒,chaam4
馋,饞,chaam4
蚕,蠶,chaam4
餐,餐,chaan1
产,產,chaan2
铲,鏟,chaan2
灿,燦,chaan3
璨,璨,chaan3
粲,粲,chaan3
残,殘,chaan4
撑,撐,chaang1
瞠,瞠,chaang1
橙,橙,chaang4/chaang2
锃,鋥,chaang6
插,插,chaap8
锸,鍤,chaap8
刷,刷,chaat8
獭,獺,chaat8
擦,擦,chaat8
察,察,chaat8
唰,唰,chaat8
礤,礤,chaat8
刹,剎,chaat8/saat8,刹那，古刹，刹那间,佛寺
抄,抄,chaau1
钞,鈔,chaau1
吵,吵,chaau2
炒,炒,chaau2
肏,肏,chaau3,"","",操
巢,巢,chaau4
凄,淒,chai1
妻,妻,chai1
栖,棲,chai1
悽,悽,chai1
砌,砌,chai3
沏,沏,chai3
切,切,chai3,一切,所有的
齐,齊,chai4
荠,薺,chai4,荸荠,一种可供食用的草本植物
蛴,蠐,chai4
荠,薺,chai5,荠菜，其甘如荠,一种可入药草本植物
测,測,chak7
恻,惻,chak7
侵,侵,cham1
棽,棽,cham1
参,參,cham1/chaam1,参差，参差不齐,大小不一，不整齐的样子
寝,寢,cham2
碜,磣,cham2
谶,讖,cham3/chaam3
沉,沉,cham4,"","",沈
寻,尋,cham4
荨,蕁,cham4
鲟,鱘,cham4
蕈,蕈,cham5
亲,親,chan1,亲戚，探亲
嗔,嗔,chan1
瞋,瞋,chan1
诊,診,chan2
哂,哂,chan2
矧,矧,chan2
疹,疹,chan2
缜,縝,chan2/jan2
衬,襯,chan3
趁,趁,chan3
亲,親,chan3,亲家，亲家公，亲家母,指两家儿女相婚配的亲戚关系
龀,齔,chan3
尘,塵,chan4
陈,陳,chan4
曾,曾,chang4,曾经，未曾
层,層,chang4
嶒,嶒,chang4
葺,葺,chap7
缉,緝,chap7
辑,輯,chap7
漆,漆,chat7
柒,柒,chat7
七,七,chat7
秋,鞦,chau1
抽,抽,chau1
鳅,鰍,chau1
秋,秋,chau1
楸,楸,chau1
丑,丑,chau2
丑,醜,chau2
瞅,瞅,chau2
臭,臭,chau3
糗,糗,chau3
嗅,嗅,chau3
凑,湊,chau3
溴,溴,chau3
惆,惆,chau4
酬,酬,chau4
绸,綢,chau4
稠,稠,chau4
畴,疇,chau4
踌,躊,chau4
囚,囚,chau4
筹,籌,chau4
泅,泅,chau4
仇,仇,chau4,"",（俗，姓）
俦,儔,chau4
遒,遒,chau4
奢,奢,che1
车,車,che1,汽车，马车，公车，火车，纺车，水车，风车,指有轮子的运输工具
伡,俥,che1/geui1
扯,扯,che2
且,且,che2
邪,邪,che4,邪恶，邪门，邪说，邪念，无邪，中邪，风邪，邪魔外道，改邪归正,不正当
斜,斜,che4
𪨶,輋,che4
尺,尺,chek8
赤,赤,chek8
呎,呎,chek8
催,催,cheui1
炊,炊,cheui1
摧,摧,cheui1
吹,吹,cheui1
趋,趨,cheui1
崔,崔,cheui1
榱,榱,cheui1
衰,衰,cheui1,衰序，等衰,次序，等级
璀,璀,cheui1/cheui2
娶,娶,cheui2
取,取,cheui2
揣,揣,cheui2/chyun2,揣测，揣度，揣摩，挣揣，不揣冒昧,估量，忖度；挣扎
脆,脆,cheui3
趣,趣,cheui3
啐,啐,cheui3
觑,覷,cheui3
翠,翠,cheui3
焠,焠,cheui3/seui6
淬,淬,cheui3/seui6
除,除,cheui4
槌,槌,cheui4
隋,隋,cheui4
捶,捶,cheui4,"","",搥
锤,錘,cheui4,"","",鎚
蜍,蜍,cheui4
徐,徐,cheui4
随,隨,cheui4
滁,滁,cheui4
卓,卓,cheuk8
戳,戳,cheuk8
绰,綽,cheuk8
辵,辵,cheuk8
焯,焯,cheuk8,焯菠菜,在开水中略煮一下
春,春,cheun1
椿,椿,cheun1
蠢,蠢,cheun2
旬,旬,cheun4
循,循,cheun4
秦,秦,cheun4
巡,巡,cheun4
嗪,嗪,cheun4
螓,螓,cheun4
枪,槍,cheung1,"","",鎗
鲳,鯧,cheung1
呛,嗆,cheung1,呛水，呛着，够呛,食物进入气管而引起咳嗽
昌,昌,cheung1
窗,窗,cheung1
戗,戧,cheung1,戗风，说戗了，说话戗人,逆，不顺，方向相对；决裂，言语冲突
猖,猖,cheung1
菖,菖,cheung1
锵,鏘,cheung1
抢,搶,cheung1,抢风，抢眼，呼天抢地,触，撞，触碰，碰撞
伥,倀,cheung1
娼,娼,cheung1
抢,搶,cheung2,抢劫，抢夺，抢救，抢先，抢走，争抢,夺取，硬拿
唱,唱,cheung3
戗,戧,cheung3,戗住，戗面，够戧，戗不住,支撑，支持，承受；填
怅,悵,cheung3
倡,倡,cheung3
畅,暢,cheung3
跄,蹌,cheung3
呛,嗆,cheung3,呛人,刺激性的气味使人呼吸感到难受
炝,熗,cheung3
鬯,鬯,cheung3
祥,祥,cheung4
墙,牆,cheung4,"","",墻
蔷,薔,cheung4
翔,翔,cheung4
肠,腸,cheung4
场,場,cheung4
戕,戕,cheung4
长,長,cheung4,长度，专长,（形容词）
樯,檣,cheung4
详,詳,cheung4
苌,萇,cheung4
出,齣,cheut7
出,出,cheut7
雌,雌,chi1
鸱,鴟,chi1
笞,笞,chi1
蚩,蚩,chi1
螭,螭,chi1
眵,眵,chi1
哧,哧,chi1
差,差,chi1,差等，参差，参差不齐,长短不齐
痴,癡,chi1
嗤,嗤,chi1
疵,疵,chi1
魑,魑,chi1
跐,跐,chi1,跐溜,脚下滑动
矢,矢,chi2
耻,恥,chi2
齿,齒,chi2
始,始,chi2
此,此,chi2
侈,侈,chi2
褫,褫,chi2
豕,豕,chi2
跐,跐,chi2,"",踏，践踏，踩
玼,玼,chi2
泚,泚,chi2
次,次,chi3
赐,賜,chi3
帜,幟,chi3
刺,刺,chi3
炽,熾,chi3
厕,廁,chi3
翅,翅,chi3
瓷,瓷,chi4
祠,祠,chi4
篪,篪,chi4
驰,馳,chi4
慈,慈,chi4
词,詞,chi4
磁,磁,chi4
辞,辭,chi4
池,池,chi4
墀,墀,chi4
弛,弛,chi4
糍,糍,chi4
持,持,chi4
匙,匙,chi4,汤匙，羹匙，茶匙，药匙,勺子
迟,遲,chi4
脐,臍,chi4
茌,茌,chi4
踟,踟,chi4
茨,茨,chi4
兹,茲,chi4,龟兹,（古）国名
恃,恃,chi5
柿,柿,chi5
似,似,chi5
姒,姒,chi5
斥,斥,chik7
戚,戚,chik7
叱,叱,chik7
敕,敕,chik7
彳,彳,chik7
饬,飭,chik7
槭,槭,chik7
签,籤,chim1,"","",簽
纤,纖,chim1
歼,殲,chim1
签,簽,chim1
谄,諂,chim2
堑,塹,chim3
僭,僭,chim3
暹,暹,chim3/chim1
潜,潛,chim4
千,千,chin1
迁,遷,chin1
仟,仟,chin1
千,韆,chin1
阡,阡,chin1
芊,芊,chin1
浅,淺,chin2
前,前,chin4
缠,纏,chin4
钱,錢,chin4
践,踐,chin5/jin6
蛏,蟶,ching1
氰,氰,ching1
清,清,ching1
称,稱,ching1,称呼，声称，名称，简称，自称，俗称,叫，叫做
蜻,蜻,ching1
鲭,鯖,ching1
青,青,ching1/cheng1
拯,拯,ching2
逞,逞,ching2
骋,騁,ching2
请,請,ching2/cheng2
称,稱,ching3,称一称,（动词）量轻重，测定重量
秤,秤,ching3
称,稱,ching3/chang3,称职，称心，称体，对称，市称，磅称，匀称，称心如意,适合，相等，相当
情,情,ching4
惩,懲,ching4
程,程,ching4
晴,晴,ching4
澄,澄,ching4
呈,呈,ching4
埕,埕,ching4
澂,澂,ching4,"","",澄
裎,裎,ching4
妾,妾,chip8
设,設,chit8
切,切,chit8,切割，切菜，切开，切断，切入，切磋，切面，切实，切题，切记，切齿，亲切，密切，贴切，迫切，急切，恳切，心切，切身，不切实际,用刀把东西切断；贴近，密合，符合，急迫，务必，一定
彻,徹,chit8
辙,轍,chit8
澈,澈,chit8
撤,撤,chit8
掣,掣,chit8,掣签，掣剑,抽，拔
超,超,chiu1
钊,釗,chiu1
昭,昭,chiu1
锹,鍬,chiu1
悄,悄,chiu2,悄没声，悄然
悄,悄,chiu2/chiu1,悄悄，静悄悄，悄悄地走了
峭,峭,chiu3
俏,俏,chiu3
鞘,鞘,chiu3
肖,肖,chiu3
诮,誚,chiu3
朝,朝,chiu4,朝向，朝天，朝阳，王朝，朝廷,向，面对着
潮,潮,chiu4
瞧,瞧,chiu4
憔,憔,chiu4
樵,樵,chiu4
初,初,cho1
雏,雛,cho1
刍,芻,cho1
磋,磋,cho1
搓,搓,cho1
楚,楚,cho2
础,礎,cho2
憷,憷,cho2
错,錯,cho3,错误，犯错
锉,銼,cho3
挫,挫,cho3
锄,鋤,cho4
痤,痤,cho4
坐,坐,cho5,"",（口语）
采,採,choi2
睬,睬,choi2
采,采,choi2
彩,綵,choi2
彩,彩,choi2
菜,菜,choi3
赛,賽,choi3
蔡,蔡,choi3
塞,塞,choi3,塞外，要塞，边塞，关塞，塞翁失马,边界上的险要地方
材,材,choi4
裁,裁,choi4
才,才,choi4,"","",纔
财,財,choi4
错,錯,chok8,错乱，交错，错杂，错综复杂，犬牙交错
沧,滄,chong1
创,創,chong1,创伤，创痕，创口，重创，刀创，重创敌军,伤口，打击
伧,傖,chong1
疮,瘡,chong1
苍,蒼,chong1
舱,艙,chong1
仓,倉,chong1
敞,敞,chong2
厂,廠,chong2
闯,闖,chong2
氅,氅,chong2
昶,昶,chong2
创,創,chong3,创办，创建，创刊，创举，首创,初次，开始做
藏,藏,chong4,躲藏，隐藏，收藏,躲，收好
床,床,chong4,"","",牀
幢,幢,chong4,幢幡，旗幢，人影幢幢,（古）旌旗的一种
操,操,chou1,操作，体操,拿，掌握，锻炼，从事
粗,粗,chou1
草,草,chou2
措,措,chou3
糙,糙,chou3
醋,醋,chou3
躁,躁,chou3
燥,燥,chou3
噪,噪,chou3
造,造,chou3,造诣，造就，造访，造次，深造，登峰造极,成就，培养，到，去，达到，前往
酢,酢,chou3,酬酢,醋
操,操,chou3/chou1,操行，操守，贞操，节操,品行，行为，德行，品格
曹,曹,chou4
嘈,嘈,chou4
漕,漕,chou4
槽,槽,chou4
螬,螬,chou4
搐,搐,chuk7
束,束,chuk7
矗,矗,chuk7
蹙,蹙,chuk7
畜,畜,chuk7
簇,簇,chuk7
蓄,蓄,chuk7
促,促,chuk7
速,速,chuk7
簌,簌,chuk7
蹴,蹴,chuk7
龊,齪,chuk7
亍,亍,chuk7
俶,俶,chuk7
触,觸,chuk7/juk7
匆,匆,chung1
忡,忡,chung1
冲,衝,chung1
聪,聰,chung1
冲,沖,chung1
囱,囪,chung1
憧,憧,chung1
葱,蔥,chung1
涌,涌,chung1
充,充,chung1
枞,樅,chung1,枞树，枞酸,（树名）冷杉
骢,驄,chung1
衷,衷,chung1/jung1
宠,寵,chung2
冢,冢,chung2,"","",塚
从,從,chung4,从前，从来，从没，从此，从事，从军，从速，从简，从宽，从严，跟从，服从，顺从，从头来过，力不从心,跟随，依顺，处理；由，自
丛,叢,chung4
重,重,chung4,重新，重复，重来，重叠，重建，重申，重演，重逢，重温，重围，重洋，重重，双重，九重天，重整旗鼓，重蹈覆辙，重见天日，旧地重游，卷土重来,再，另，又一次
松,松,chung4
琮,琮,chung4
虫,蟲,chung4
重,重,chung5,重量，重负，重担，重金，重赏，重罚，重罪，重伤，重病，重听，重型，重兵，轻重，深重，体重，净重，举重，繁重，超重，载重，比重，很重，重武器，避重就轻，举足轻重，忍辱负重,分量大，数量多，程度深
躇,躇,chyu1
橱,櫥,chyu1
杵,杵,chyu2
贮,貯,chyu2
褚,褚,chyu2,"",（姓）
处,處,chyu3/syu3,处所，处长，好处，远处，到处,（名词）地方
蹰,蹰,chyu4
厨,廚,chyu4/cheui4
署,署,chyu5
储,儲,chyu5
苎,苧,chyu5
柱,柱,chyu5
曙,曙,chyu5
处,處,chyu5,处理，处罚，处事，惩处，相处,（动词）
伫,佇,chyu5
褚,褚,chyu5,褚衣,丝绵，棉衣
杼,杼,chyu5
穿,穿,chyun1
汆,汆,chyun1
川,川,chyun1
蹿,躥,chyun1
村,村,chyun1,"","",邨
忖,忖,chyun2
喘,喘,chyun2
撺,攛,chyun2/chyun3
吋,吋,chyun3
爨,爨,chyun3
寸,寸,chyun3
串,串,chyun3
窜,竄,chyun3
泉,泉,chyun4
诠,詮,chyun4
存,存,chyun4
铨,銓,chyun4
传,傳,chyun4,传统，传授，传奇，传说，传承，传播，传染，传话，传唤，传神，传热，传情，相传，据传，遗传，宣传,转授，递送，散布，表达
痊,痊,chyun4
全,全,chyun4
醛,醛,chyun4
荃,荃,chyun4
辁,輇,chyun4
筌,筌,chyun4
椽,椽,chyun4
猝,猝,chyut8
撮,撮,chyut8
踅,踅,chyut8
打,打,da1,一打鸡蛋，一打铅笔,（量词）指十二个
打,打,da2,打鼓，打扫，打更，打碎，打人，打架，打仗，打猎，打开，打赌，打算，敲打，拍打，攻打，殴打，打招呼，打擂台，打喷嚏，打呵欠，打草惊蛇，打抱不平，打退堂鼓，精打细算，一网打尽，趁火打劫，无精打采,拍，敲，捶，敲击，拍打；也表示某些特定的动作、活动、行动等
呆,呆,daai1,呆子，书呆子，呆一会儿,发愣，死板，不灵活，不自然,獃
歹,歹,daai2
带,帶,daai3
戴,戴,daai3
大,大,daai6
担,擔,daam1,担米，担柴，担水，担当，担心，担负，担任，担忧，担保，担待，负担，承担，分担，担风险，担当重任，担负责任,用肩膀挑，负责，负起，承当；忧虑，记挂，操心
耽,耽,daam1
眈,眈,daam1
儋,儋,daam1
聃,聃,daam1
胆,膽,daam2
石,石,daam3,一石米,市制容量单位
担,擔,daam3,担子，扁担，重担，货郎担，挑重担，勇挑重担，生活重担,挑东西的工具；肩负的责任、工作、任务
氮,氮,daam6
淡,淡,daam6,淡忘，冷淡，平淡，淡月，淡季，淡淡地说,感情不深，不热心；没有意味；生意不兴旺
澹,澹,daam6,澹灾,消除
窞,窞,daam6
萏,萏,daam6
淡,淡,daam6/taam5,淡水，淡绿，淡酒，清淡,盐份少，不咸；某成分少，不浓
单,單,daan1,单薄，单独，单纯，单程，简单，帐单，床单,一个，独自，不复杂
郸,鄲,daan1
丹,丹,daan1
殚,殫,daan1
瘅,癉,daan1,瘅疟，瘅热,中医指疟疾的一种
弹,彈,daan2,弹头，弹丸，弹弓，弹道，弹药，子弹，导弹，炮弹，炸弹，中弹，原子弹，手榴弹,（口语）弹弓或枪械发射的小丸；炸弹之类的爆炸物
旦,旦,daan3
诞,誕,daan3
瘅,癉,daan3,瘅恶，卒瘅，彰善瘅恶,憎恨
掸,撢,daan5,掸子，掸土，掸衣服，鸡毛掸子,拂尘用具，以鸡毛或不条作成；用掸子扫去灰尘,撣
掸,撣,daan5,掸掸,儆戒；恭敬
蛋,蛋,daan6
但,但,daan6
弹,彈,daan6,弹射，弹性，弹力，弹簧，弹指，弹跳，弹头，弹丸，弹弓，弹道，弹药，动弹，反弹，子弹，导弹，炮弹，炸弹，中弹，弹棉花，原子弹，手榴弹,（名词）弹弓或枪械发射的小丸；炸弹之类的爆炸物；（动词）物体由紧缩到伸展产生力量
惮,憚,daan6
疍,疍,daan6
搭,搭,daap8
耷,耷,daap8
答,答,daap8
瘩,瘩,daap8
踏,踏,daap9
蹋,蹋,daap9
沓,沓,daap9
靼,靼,daat8
妲,妲,daat8/taan2
达,達,daat9
繨,繨,daat9
哒,噠,daat9
荙,薘,daat9
低,低,dai1
磾,磾,dai1
抵,抵,dai2
柢,柢,dai2
底,底,dai2
骶,骶,dai2
诋,詆,dai2
邸,邸,dai2
碲,碲,dai3
帝,帝,dai3
蒂,蒂,dai3
缔,締,dai3
谛,諦,dai3
弟,弟,dai6
悌,悌,dai6
棣,棣,dai6
递,遞,dai6
第,第,dai6
隶,隸,dai6
逮,逮,dai6/doi6
德,德,dak7
得,得,dak7
特,特,dak9
墩,墩,dan2,门墩，桥墩,厚而粗的木头、石头等
炖,燉,dan6
灯,燈,dang1
蹬,蹬,dang1
登,登,dang1
噔,噔,dang1
等,等,dang2
凳,凳,dang3,"","",櫈
镫,鐙,dang3
磴,磴,dang3
邓,鄧,dang6
瞪,瞪,dang6/dang1
突,突,dat9
凸,凸,dat9
吐,吐,dat9,吐谷浑,（中国古代少数民族）
兜,兜,dau1
陡,陡,dau2
斗,斗,dau2
抖,抖,dau2
蚪,蚪,dau2
纠,糾,dau2/gau2
斗,鬥,dau3
窦,竇,dau6
痘,痘,dau6
逗,逗,dau6
读,讀,dau6,句读,（古）文章里停顿的地方
豆,豆,dau6/dau2
爹,爹,de1
嗲,嗲,de2
地,地,dei6
籴,糴,dek9
笛,笛,dek9
堆,堆,deui1
对,對,deui3
队,隊,deui6
兑,兌,deui6
啄,啄,deuk8
琢,琢,deuk8
斫,斲,deuk8,斫轮，斫丧,砍，削，雕
